Time,ref,est
20728751661664.0,0.004999999888241291,0.07205300778150558
20728751739695.0,0.004999999888241291,0.007447300013154745
20728751813935.0,0.004999999888241291,0.006328491028398275
20728751887748.0,0.004999999888241291,0.003740900894626975
20728751961540.0,0.004999999888241291,0.00526066217571497
20728752035192.0,0.004999999888241291,0.009155825711786747
20728752109598.0,0.004999999888241291,0.00631609046831727
20728752184085.0,0.004999999888241291,0.0053061312064528465
20728752258979.0,0.004999999888241291,0.007461767643690109
20728752332610.0,0.004999999888241291,0.00315669528208673
20728752407200.0,0.004999999888241291,0.006214130204170942
20728752480322.0,0.004999999888241291,0.00494100246578455
20728752555208.0,0.009999999776482582,0.008848566561937332
20728752631565.0,0.019999999552965164,0.009463774040341377
20728752705211.0,0.03500000014901161,0.006167283281683922
20728752777573.0,0.04500000178813934,0.019601257517933846
20728752854682.0,0.054999999701976776,0.0066750189289450645
20728752929856.0,0.06499999761581421,0.00901115220040083
20728753004209.0,0.07500000298023224,0.009410038590431213
20728753078028.0,0.09000000357627869,0.005474917124956846
20728753151349.0,0.10000000149011612,0.009502354077994823
20728753226141.0,0.10999999940395355,0.007306760177016258
20728753301278.0,0.11999999731779099,0.0401359498500824
20728753376324.0,0.12999999523162842,0.003982712514698505
20728753450499.0,0.14000000059604645,0.005384668242186308
20728753525992.0,0.15000000596046448,0.02287294715642929
20728753598987.0,0.1599999964237213,0.03031192533671856
20728753673803.0,0.17000000178813934,0.022017307579517365
20728753748473.0,0.1850000023841858,0.15518106520175934
20728753822649.0,0.19499999284744263,0.2235531061887741
20728753895540.0,0.20999999344348907,0.06770452857017517
20728753970903.0,0.2199999988079071,0.06513898819684982
20728754046446.0,0.23499999940395355,0.23161141574382782
20728754120060.0,0.24500000476837158,0.023546023294329643
20728754193972.0,0.2549999952316284,0.29140913486480713
20728754267485.0,0.27000001072883606,0.3369227647781372
20728754342532.0,0.2800000011920929,0.22419793903827667
20728754417348.0,0.28999999165534973,0.33091604709625244
20728754492772.0,0.3050000071525574,0.14569666981697083
20728754567251.0,0.32499998807907104,0.4987649619579315
20728754642291.0,0.3400000035762787,0.29329195618629456
20728754715578.0,0.3499999940395355,0.30576246976852417
20728754790219.0,0.36000001430511475,0.37969136238098145
20728754865332.0,0.375,0.3816279172897339
20728754939182.0,0.38999998569488525,0.4807613492012024
20728755012347.0,0.4050000011920929,0.6252672076225281
20728755087666.0,0.41999998688697815,0.4614608585834503
20728755162159.0,0.4350000023841858,0.47923678159713745
20728755236120.0,0.44999998807907104,0.5496304631233215
20728755312214.0,0.4650000035762787,0.55415940284729
20728755386589.0,0.47999998927116394,0.5776461362838745
20728755460445.0,0.4950000047683716,0.5265185236930847
20728755537544.0,0.5049999952316284,0.5076279044151306
20728755611942.0,0.5199999809265137,0.6277197599411011
20728755685539.0,0.5299999713897705,0.4680783152580261
20728755759655.0,0.5400000214576721,0.49771812558174133
20728755835682.0,0.5550000071525574,0.5625821948051453
20728755910905.0,0.5699999928474426,0.4941767454147339
20728755987274.0,0.5950000286102295,0.6081192493438721
20728756060750.0,0.6150000095367432,0.5322648286819458
20728756135263.0,0.6499999761581421,0.6088835597038269
20728756211260.0,0.6800000071525574,0.48538538813591003
20728756285556.0,0.7099999785423279,0.6970776319503784
20728756361282.0,0.7350000143051147,0.7652987837791443
20728756436992.0,0.7649999856948853,0.7248270511627197
20728756510870.0,0.7900000214576721,0.7360130548477173
20728756587226.0,0.8299999833106995,0.7421744465827942
20728756663843.0,0.8550000190734863,0.8659540414810181
20728756738035.0,0.8899999856948853,1.1388128995895386
20728756813692.0,0.9200000166893005,0.9133797883987427
20728756890750.0,0.9599999785423279,0.864489734172821
20728756965834.0,0.9950000047683716,1.0085082054138184
20728757039415.0,1.024999976158142,1.0921587944030762
20728757117745.0,1.0499999523162842,0.9656841158866882
20728757193396.0,1.0750000476837158,1.0721321105957031
20728757266557.0,1.090000033378601,0.9257755279541016
20728757343493.0,1.1150000095367432,1.140752911567688
20728757419290.0,1.1399999856948853,1.1327048540115356
20728757494374.0,1.1549999713897705,1.0753432512283325
20728757571588.0,1.184999942779541,1.0921704769134521
20728757646364.0,1.2050000429153442,1.1491442918777466
20728757721963.0,1.215000033378601,1.2736163139343262
20728757799889.0,1.2350000143051147,1.1997194290161133
20728757875294.0,1.2549999952316284,1.1938257217407227
20728757950502.0,1.2699999809265137,1.1801519393920898
20728758025081.0,1.2999999523162842,1.2565999031066895
20728758098868.0,1.3200000524520874,1.1808925867080688
20728758174518.0,1.340000033378601,1.1669150590896606
20728758251180.0,1.3550000190734863,1.280989408493042
20728758325666.0,1.3650000095367432,1.3449862003326416
20728758400759.0,1.3849999904632568,1.2240928411483765
20728758476102.0,1.4049999713897705,1.3448666334152222
20728758550478.0,1.4199999570846558,1.4972162246704102
20728758626740.0,1.440000057220459,1.440183401107788
20728758703698.0,1.4600000381469727,1.1528810262680054
20728758776469.0,1.475000023841858,1.5829986333847046
20728758852520.0,1.4900000095367432,1.5551059246063232
20728758929895.0,1.5099999904632568,1.5599528551101685
20728759003941.0,1.524999976158142,1.4597026109695435
20728759080062.0,1.5449999570846558,1.5552209615707397
20728759156256.0,1.5549999475479126,1.5867125988006592
20728759230694.0,1.5700000524520874,1.5301183462142944
20728759305055.0,1.5800000429153442,1.4771320819854736
20728759381956.0,1.5850000381469727,1.4713729619979858
20728759457516.0,1.6050000190734863,1.7542773485183716
20728759530385.0,1.6100000143051147,1.4917206764221191
20728759605559.0,1.6200000047683716,1.6237608194351196
20728759681334.0,1.625,1.5565919876098633
20728759756517.0,1.6449999809265137,1.7554081678390503
20728759833383.0,1.6549999713897705,1.6198259592056274
20728759908442.0,1.6699999570846558,1.7054744958877563
20728759982720.0,1.684999942779541,1.6096371412277222
20728760057322.0,1.7000000476837158,1.4122589826583862
20728760133426.0,1.7050000429153442,1.5890780687332153
20728760208530.0,1.7200000286102295,1.5714726448059082
20728760282536.0,1.7350000143051147,1.5807430744171143
20728760356361.0,1.75,1.6965512037277222
20728760431553.0,1.7599999904632568,1.858822226524353
20728760507029.0,1.7699999809265137,1.8983736038208008
20728760582191.0,1.784999966621399,1.6454262733459473
20728760657870.0,1.7949999570846558,1.6876637935638428
20728760734233.0,1.7949999570846558,1.7560853958129883
20728760810815.0,1.8049999475479126,1.8349896669387817
20728760887748.0,1.8200000524520874,1.8614177703857422
20728760964965.0,1.8350000381469727,1.560449242591858
20728761038326.0,1.840000033378601,1.9037678241729736
20728761115263.0,1.8450000286102295,1.8201420307159424
20728761191781.0,1.850000023841858,1.758567214012146
20728761268204.0,1.8550000190734863,1.7788301706314087
20728761344783.0,1.8650000095367432,1.9337735176086426
20728761421108.0,1.8650000095367432,1.721463680267334
20728761495463.0,1.8799999952316284,1.8579059839248657
20728761572204.0,1.899999976158142,1.8129796981811523
20728761649710.0,1.909999966621399,1.7452383041381836
20728761723732.0,1.909999966621399,1.664239764213562
20728761796533.0,1.9149999618530273,1.9009243249893188
20728761872673.0,1.9249999523162842,1.8315808773040771
20728761947815.0,1.9299999475479126,1.9417771100997925
20728762021520.0,1.9450000524520874,1.8659371137619019
20728762097917.0,1.9550000429153442,1.9268174171447754
20728762172609.0,1.9500000476837158,2.200272798538208
20728762246499.0,1.9550000429153442,2.0193393230438232
20728762323798.0,1.9600000381469727,1.9024543762207031
20728762400209.0,1.965000033378601,2.003509998321533
20728762475428.0,1.975000023841858,2.0522525310516357
20728762551569.0,1.9850000143051147,1.9905261993408203
20728762628163.0,1.9850000143051147,2.1129279136657715
20728762703117.0,1.9950000047683716,2.2521190643310547
20728762781023.0,1.9950000047683716,2.0188369750976562
20728762857675.0,2.0,2.027174711227417
20728762931861.0,2.005000114440918,2.023515224456787
20728763010263.0,2.015000104904175,2.221785068511963
20728763086738.0,2.0250000953674316,2.107567548751831
20728763162767.0,2.0299999713897705,2.2411141395568848
20728763240732.0,2.0350000858306885,2.1887409687042236
20728763316029.0,2.049999952316284,2.2892210483551025
20728763390697.0,2.049999952316284,2.2450404167175293
20728763465944.0,2.049999952316284,1.9916666746139526
20728763541338.0,2.055000066757202,2.0817294120788574
20728763616893.0,2.0450000762939453,2.044482946395874
20728763691913.0,2.0350000858306885,1.9367858171463013
20728763768029.0,2.0250000953674316,2.253842353820801
20728763843359.0,2.0299999713897705,2.148883819580078
20728763919093.0,2.055000066757202,2.228703260421753
20728763995646.0,2.065000057220459,2.0689103603363037
