Time,ref,est
3358165661510.0,0.004999999888241291,0.07949984818696976
3358165734669.0,0.004999999888241291,0.091124527156353
3358165808640.0,0.004999999888241291,0.050512004643678665
3358165882605.0,0.004999999888241291,0.06004893779754639
3358165956310.0,0.0,0.07430219650268555
3358166029759.0,0.0,0.07953126728534698
3358166105152.0,0.0,0.09988198429346085
3358166179075.0,0.0,0.0823182761669159
3358166254119.0,0.004999999888241291,0.06834512203931808
3358166326841.0,0.0,0.07366644591093063
3358166398154.0,0.0,0.09798742830753326
3358166472794.0,0.004999999888241291,0.08571964502334595
3358166545861.0,0.0,0.04065552353858948
3358166618781.0,0.0,0.058292098343372345
3358166695151.0,0.0,0.04583512246608734
3358166768079.0,0.004999999888241291,0.0655561089515686
3358166840656.0,0.004999999888241291,0.06740720570087433
3358166915265.0,0.0,0.045845817774534225
3358166987866.0,0.0,0.08768773078918457
3358167061313.0,0.0,0.016890734434127808
3358167135909.0,0.004999999888241291,0.07832995802164078
3358167208920.0,0.0,0.09676139056682587
3358167283545.0,0.0,0.054594580084085464
3358167358626.0,0.0,0.022816387936472893
3358167433094.0,0.0,0.06360206007957458
3358167505477.0,0.0,0.09035908430814743
3358167581649.0,0.0,0.10060130059719086
3358167655241.0,0.0,0.10739133507013321
3358167729657.0,0.0,0.08341529220342636
3358167803630.0,0.0,0.06350846588611603
3358167877928.0,0.0,0.05864707753062248
3358167951829.0,0.0,0.08315524458885193
3358168026355.0,0.0,0.038938794285058975
3358168099273.0,0.0,0.09941335767507553
3358168175017.0,0.0,0.06900293380022049
3358168249558.0,0.004999999888241291,0.061580490320920944
3358168323419.0,0.0,0.07693812251091003
3358168396143.0,0.0,0.04602230340242386
3358168472368.0,0.0,0.06717188656330109
3358168546245.0,0.0,0.029869815334677696
3358168618979.0,0.0,0.04157204553484917
3358168692933.0,0.0,0.048753827810287476
3358168767934.0,0.0,0.05584068223834038
3358168841680.0,0.0,0.06438019871711731
3358168915938.0,0.0,0.0334215983748436
3358168988010.0,0.004999999888241291,0.03572661429643631
3358169063031.0,0.004999999888241291,0.07351669669151306
3358169138443.0,0.0,0.06874087452888489
3358169211460.0,0.0,0.08305563777685165
3358169284421.0,0.0,0.04360765218734741
3358169360050.0,0.0,0.10296580940485
3358169433753.0,0.0,0.06758837401866913
3358169506131.0,0.0,0.05725724995136261
3358169580406.0,0.0,0.08078070729970932
3358169655385.0,0.0,0.061678092926740646
3358169728367.0,0.0,0.06388617306947708
3358169802639.0,0.0,0.08951877057552338
3358169875409.0,0.0,0.05425431206822395
3358169950319.0,0.0,0.1022745743393898
3358170025851.0,0.0,0.06587766110897064
3358170096968.0,0.0,0.10887876152992249
3358170169319.0,0.0,0.07575219124555588
3358170245731.0,0.0,0.10292503237724304
3358170318824.0,0.0,0.12047068774700165
3358170391671.0,0.0,0.10972108691930771
3358170464715.0,0.0,0.07255471497774124
3358170538693.0,0.004999999888241291,0.06912059336900711
3358170611572.0,0.004999999888241291,0.03993353247642517
3358170685032.0,0.0,0.025172211229801178
3358170757293.0,0.0,0.034153614193201065
3358170831147.0,0.0,0.06981918215751648
3358170904901.0,0.0,0.02462603896856308
3358170977914.0,0.0,0.06409474462270737
3358171051163.0,0.0,0.05171665549278259
3358171126268.0,0.0,0.018847456201910973
3358171198036.0,0.0,0.041305311024188995
3358171271201.0,0.0,0.04396998509764671
3358171344429.0,0.0,0.032372042536735535
3358171418331.0,0.0,0.03621261939406395
3358171491626.0,0.0,0.03806104511022568
3358171565399.0,0.0,0.03651478514075279
3358171637972.0,0.0,0.012148338370025158
3358171712259.0,0.0,0.0713580846786499
3358171786859.0,0.0,0.08381172269582748
3358171860025.0,0.0,0.04819963499903679
3358171934682.0,0.0,0.05822591856122017
3358172009787.0,0.0,0.06392962485551834
3358172083892.0,0.0,0.050340864807367325
3358172157233.0,0.0,0.07056724280118942
3358172231469.0,0.0,0.06551733613014221
3358172305114.0,0.0,0.06982720643281937
3358172378401.0,0.0,0.055590659379959106
3358172453457.0,0.0,0.0403413251042366
3358172528723.0,0.0,0.07912280410528183
3358172602767.0,0.0,0.08085624873638153
3358172676569.0,0.0,0.0440615713596344
3358172749985.0,0.0,0.0619889497756958
3358172822334.0,0.0,0.05333511158823967
3358172897543.0,0.004999999888241291,0.042200446128845215
3358172970531.0,0.004999999888241291,0.05470488592982292
3358173043341.0,0.004999999888241291,0.04530900716781616
3358173119999.0,0.004999999888241291,0.02924342453479767
3358173195337.0,0.004999999888241291,0.06166873127222061
3358173268768.0,0.004999999888241291,0.04611856862902641
3358173342835.0,0.004999999888241291,0.026985203847289085
3358173414661.0,0.004999999888241291,0.04570877552032471
3358173488531.0,0.004999999888241291,0.07714736461639404
