Time,ref,est
22546619661512.0,6.724999904632568,6.814502239227295
22546619734797.0,6.735000133514404,6.636909484863281
22546619811779.0,6.755000114440918,6.749502182006836
22546619886633.0,6.769999980926514,6.6966657638549805
22546619961432.0,6.784999847412109,6.7542266845703125
22546620036266.0,6.795000076293945,6.840237617492676
22546620108774.0,6.800000190734863,6.683588981628418
22546620183126.0,6.809999942779541,6.746926784515381
22546620258358.0,6.820000171661377,6.869077682495117
22546620332179.0,6.829999923706055,6.807058811187744
22546620407329.0,6.835000038146973,6.744670867919922
22546620482723.0,6.840000152587891,6.813925743103027
22546620557311.0,6.840000152587891,6.826658248901367
22546620630228.0,6.84499979019165,6.846947193145752
22546620706923.0,6.84499979019165,6.92288875579834
22546620780452.0,6.840000152587891,6.822126388549805
22546620854044.0,6.840000152587891,6.812880516052246
22546620927988.0,6.840000152587891,6.843652248382568
22546621003208.0,6.835000038146973,6.862354278564453
22546621076510.0,6.824999809265137,6.949904918670654
22546621151525.0,6.820000171661377,6.880401134490967
22546621226235.0,6.815000057220459,6.818399906158447
22546621300222.0,6.809999942779541,6.943809509277344
22546621376029.0,6.800000190734863,6.908838748931885
22546621449876.0,6.789999961853027,7.0585856437683105
22546621522332.0,6.78000020980835,7.02830171585083
22546621597761.0,6.769999980926514,6.8558220863342285
22546621670202.0,6.769999980926514,6.83066987991333
22546621744195.0,6.760000228881836,6.870076656341553
22546621822263.0,6.744999885559082,6.895459175109863
22546621895931.0,6.735000133514404,6.827569007873535
22546621969709.0,6.730000019073486,6.780235290527344
22546622043643.0,6.739999771118164,6.71913480758667
22546622118671.0,6.739999771118164,6.72294282913208
22546622191868.0,6.744999885559082,6.700096607208252
22546622266417.0,6.744999885559082,6.875141620635986
22546622339176.0,6.78000020980835,6.620613098144531
22546622413086.0,6.800000190734863,6.66989803314209
22546622487858.0,6.815000057220459,6.788114547729492
22546622564411.0,6.849999904632568,6.7938385009765625
22546622640079.0,6.885000228881836,6.794095516204834
22546622715879.0,6.90500020980835,6.905303001403809
22546622789226.0,6.90500020980835,6.899760723114014
22546622862191.0,6.914999961853027,6.925552845001221
22546622938233.0,6.90500020980835,6.904816150665283
22546623011557.0,6.909999847412109,7.00004768371582
22546623085254.0,6.929999828338623,6.9735798835754395
22546623159333.0,6.940000057220459,6.952759742736816
22546623233907.0,6.949999809265137,6.940187931060791
22546623307228.0,6.965000152587891,6.985803604125977
22546623384841.0,6.96999979019165,6.985774040222168
22546623459777.0,6.965000152587891,6.9475836753845215
22546623534742.0,6.96999979019165,6.928115367889404
22546623609653.0,6.980000019073486,6.960473537445068
22546623682507.0,7.010000228881836,7.067693710327148
22546623757002.0,7.03000020980835,6.937871932983398
22546623831661.0,7.034999847412109,6.950110912322998
22546623904849.0,7.045000076293945,6.994991302490234
22546623980100.0,7.059999942779541,6.9893574714660645
22546624055662.0,7.050000190734863,7.050930023193359
22546624129872.0,7.039999961853027,7.005331993103027
22546624206555.0,7.039999961853027,6.981709957122803
22546624282151.0,7.054999828338623,6.984644889831543
22546624356243.0,7.070000171661377,7.032317638397217
22546624429955.0,7.074999809265137,7.012066841125488
22546624504557.0,7.065000057220459,7.013375759124756
22546624578618.0,7.059999942779541,6.964407920837402
22546624651642.0,7.074999809265137,7.07664680480957
22546624727356.0,7.105000019073486,7.042341232299805
22546624802819.0,7.130000114440918,7.090045928955078
22546624877241.0,7.139999866485596,7.049642086029053
